customer_id,frequency_orders,monetary_total,recency_days,avg_basket_value,avg_items_count,discount_rate,boutique_rate,category_share_Accessories,category_share_Beauty,category_share_Fragrance,category_share_RTW
C000043,4.0,1173.9099999999999,121.0,293.47749999999996,4.0,0.0,0.0,0.0,0.5330391597311549,0.1073591672274706,0.3596016730413746
C000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000045,7.0,3398.9700000000003,26.0,485.56714285714287,3.7142857142857144,0.2857142857142857,0.42857142857142855,0.0,0.3535100339220411,0.060409476988617136,0.5860804890893417
C000046,2.0,468.95,269.0,234.475,4.0,0.5,1.0,0.18383622987525322,0.0,0.0,0.8161637701247468
C000047,5.0,1806.06,227.0,361.212,4.0,0.0,0.6,0.512729366687707,0.1948661727738835,0.0,0.29240446053840957
C000048,5.0,2063.1000000000004,36.0,412.62000000000006,3.6,0.0,1.0,0.43393437060733847,0.5202074548010276,0.0,0.04585817459163395
C000049,8.0,3405.5699999999997,90.0,425.69624999999996,3.875,0.125,0.5,0.3827817369779509,0.18239824757676396,0.0750153425124135,0.3598046729328717
C000050,6.0,917.93,253.0,152.98833333333332,2.3333333333333335,0.16666666666666666,0.0,0.41761354351639013,0.2993692329480461,0.2830172235355637,0.0
C000051,6.0,1619.53,267.0,269.9216666666667,4.666666666666667,0.16666666666666666,0.16666666666666666,0.0754663389995863,0.188344766691571,0.47361888943088426,0.26257000487795845
C000052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000054,5.0,3390.75,55.0,678.15,4.0,0.0,1.0,0.5403524294035243,0.0,0.28467448204674484,0.17497308854973087
C000055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000056,3.0,1085.1,21.0,361.7,4.333333333333333,0.0,1.0,0.10565846465763526,0.8943415353423648,0.0,0.0
C000057,8.0,2799.56,13.0,349.945,4.125,0.25,0.125,0.0,0.5079762534112503,0.33632785151952443,0.15569589506922513
C000058,4.0,1407.17,24.0,351.7925,3.25,0.5,0.5,0.3208993938187994,0.0,0.42025483772394234,0.25884576845725815
C000059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000061,2.0,1669.54,276.0,834.77,3.0,0.0,0.5,0.0,0.6238125471686812,0.37618745283131877,0.0
C000062,1.0,82.15,425.0,82.15,8.0,1.0,0.0,0.0,0.0,1.0,0.0
C000063,6.0,1554.32,23.0,259.05333333333334,4.0,0.16666666666666666,0.3333333333333333,0.2816794482474651,0.551804004323434,0.16651654742910083,0.0
C000064,6.0,5634.66,25.0,939.11,3.1666666666666665,0.0,0.8333333333333334,0.6013761256224865,0.02109621521085567,0.0,0.37752765916665787
C000065,9.0,3411.93,85.0,379.1033333333333,3.2222222222222223,0.3333333333333333,1.0,0.8272092334836881,0.0,0.0,0.17279076651631187
C000066,2.0,311.54,214.0,155.77,3.5,0.0,0.0,0.6919175707774282,0.30808242922257173,0.0,0.0
C000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000068,1.0,50.01,329.0,50.01,7.0,0.0,0.0,0.0,1.0,0.0,0.0
C000069,3.0,1460.99,79.0,486.99666666666667,4.0,0.0,1.0,0.3364362521304047,0.0,0.0,0.6635637478695953
C000070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000071,4.0,912.72,39.0,228.18,3.5,0.0,0.25,0.0,0.615183188710667,0.384816811289333,0.0
C000072,2.0,311.84000000000003,277.0,155.92000000000002,4.5,0.0,0.0,0.0,0.41550153925089783,0.5844984607491021,0.0
C000073,2.0,870.51,297.0,435.255,3.0,0.0,1.0,0.0,0.2902206752363557,0.0,0.7097793247636444
C000074,2.0,176.41,380.0,88.205,3.5,0.0,1.0,0.0,0.28343064452128564,0.7165693554787144,0.0
C000075,4.0,2079.67,5.0,519.9175,4.25,0.25,0.5,0.06633744776815553,0.0,0.1773694865050705,0.7562930657267739
C000076,3.0,1443.8400000000001,62.0,481.28000000000003,2.6666666666666665,0.0,1.0,0.0,0.2569190492021276,0.6264475288120567,0.1166334219858156
C000077,7.0,2614.5,104.0,373.5,3.857142857142857,0.14285714285714285,0.5714285714285714,0.5230522088353413,0.1369554408108625,0.054725568942436416,0.28526678141135975
C000078,5.0,767.86,150.0,153.572,3.6,0.0,0.2,0.2098429401192926,0.41076498320006255,0.13921808663037535,0.2401739900502696
C000079,2.0,699.92,0.0,349.96,3.0,0.0,0.0,1.0,0.0,0.0,0.0
C000080,4.0,678.07,402.0,169.5175,2.75,0.0,0.0,0.08322149630569116,0.07832524665594998,0.7288922972554457,0.10956095978291329
C000081,9.0,2677.15,123.0,297.4611111111111,4.888888888888889,0.0,0.0,0.0,0.5970042769362943,0.38431914535980427,0.01867657770390154
C000082,4.0,1455.85,10.0,363.9625,2.75,0.25,0.5,0.6348250163134939,0.31823333447813995,0.04694164920836625,0.0
C000083,1.0,337.62,34.0,337.62,2.0,0.0,1.0,1.0,0.0,0.0,0.0
C000084,6.0,1655.8,31.0,275.96666666666664,3.5,0.3333333333333333,0.8333333333333334,0.4848170068848895,0.0,0.10738011837178404,0.4078028747433265
C000085,4.0,1187.04,63.0,296.76,3.0,0.5,0.75,0.6886372826526487,0.0,0.0,0.31136271734735144
C000086,4.0,1950.18,17.0,487.545,4.0,0.0,0.75,0.2147237690879816,0.0,0.3740423960865151,0.4112338348255033
C000087,10.0,2235.62,3.0,223.56199999999998,4.0,0.1,0.0,0.16912087027312334,0.39084907095123494,0.2801907300882976,0.159839328687344
C000088,3.0,634.26,195.0,211.42,4.666666666666667,0.0,0.0,0.0,0.7557468546022136,0.0,0.2442531453977864
C000089,1.0,234.46,317.0,234.46,4.0,1.0,0.0,1.0,0.0,0.0,0.0
C000090,5.0,1576.03,182.0,315.206,4.2,0.0,1.0,0.0,0.2051293439845688,0.21474845021985622,0.5801222057955749
C000091,7.0,1133.33,174.0,161.9042857142857,4.142857142857143,0.2857142857142857,0.0,0.1687063785481722,0.7871758446348373,0.04411777681699064,0.0
C000092,6.0,2052.38,34.0,342.06333333333333,3.6666666666666665,0.0,1.0,0.6177559711164599,0.20716923766553952,0.0,0.17507479121800054
C000093,9.0,3520.79,22.0,391.19888888888886,4.111111111111111,0.1111111111111111,0.6666666666666666,0.4264781483701101,0.07028536209203048,0.20777155127116356,0.29546493826669584
C000094,8.0,2265.15,29.0,283.14375,3.375,0.0,0.0,0.022073593360263117,0.5554819769110213,0.3626249917224025,0.05981943800631304
C000095,4.0,615.77,82.0,153.9425,3.5,0.5,0.75,0.8105623853062021,0.0,0.18943761469379802,0.0
C000096,3.0,1010.01,102.0,336.67,4.333333333333333,0.0,0.0,0.7257452896505975,0.0,0.27425471034940246,0.0
C000097,4.0,1989.35,98.0,497.3375,3.5,0.0,0.5,0.0,0.0,0.465453540101038,0.534546459898962
C000098,7.0,2078.4300000000003,1.0,296.91857142857145,3.4285714285714284,0.14285714285714285,0.42857142857142855,0.20340834187343332,0.20760862766607488,0.08160005388682805,0.5073829765736638
C000099,2.0,262.28,435.0,131.14,4.0,0.5,0.5,0.6628031111788929,0.33719688882110727,0.0,0.0
C000100,4.0,923.88,84.0,230.97,3.25,0.0,1.0,0.7540806165302854,0.1917998008399359,0.0,0.05411958262977875
C000101,7.0,1287.1,114.0,183.87142857142857,4.142857142857143,0.14285714285714285,0.14285714285714285,0.2400823556833191,0.5022531271851449,0.08474089037370834,0.1729236267578277
C000102,4.0,889.9599999999999,7.0,222.48999999999998,3.25,0.0,0.75,0.2683154299069621,0.0,0.1168928940626545,0.6147916760303833
C000103,5.0,911.23,40.0,182.246,3.4,0.2,0.6,0.0,0.6071573587348967,0.3928426412651032,0.0
C000104,3.0,1825.3000000000002,17.0,608.4333333333334,2.6666666666666665,0.0,1.0,0.0,0.0,1.0,0.0
C000105,5.0,652.0799999999999,148.0,130.416,4.0,0.2,0.2,0.33552631578947373,0.5877959759538707,0.0,0.07667770825665564
C000106,6.0,790.66,80.0,131.77666666666667,4.0,0.0,0.16666666666666666,0.0849543419421749,0.678483798345686,0.0,0.23656185971213922
C000107,5.0,1809.67,119.0,361.934,3.0,0.0,0.8,0.4253372161775351,0.0,0.4370078522603568,0.137654931562108
C000108,6.0,2649.99,279.0,441.66499999999996,3.0,0.3333333333333333,0.8333333333333334,0.13258917958180977,0.7040705813984204,0.0,0.1633402390197699
C000109,4.0,1024.0,12.0,256.0,4.75,0.0,0.0,0.0,0.329384765625,0.12708984375,0.543525390625
C000110,5.0,1048.96,80.0,209.792,2.6,0.2,0.2,0.4544310555216595,0.49790268456375836,0.0,0.04766625991458206
C000111,6.0,1017.21,170.0,169.535,4.5,0.0,0.3333333333333333,0.5825444106919908,0.1122088850876417,0.3052467042203675,0.0
C000112,7.0,3018.66,99.0,431.2371428571428,3.142857142857143,0.0,0.8571428571428571,0.5023851642781897,0.0,0.0,0.4976148357218104
C000113,3.0,768.5699999999999,230.0,256.19,3.0,0.0,0.0,0.1169184329338902,0.0,0.8830815670661097,0.0
C000114,4.0,1156.13,100.0,289.0325,3.75,0.25,0.25,0.1913885116725628,0.0,0.6524179806769136,0.15619350765052376
C000115,7.0,3748.7799999999997,23.0,535.54,3.5714285714285716,0.0,0.5714285714285714,0.3714915252428791,0.07704906662967685,0.2137708801263344,0.3376885280011097
C000116,3.0,1051.17,165.0,350.39000000000004,2.6666666666666665,0.0,0.0,0.2690050134611908,0.730994986538809,0.0,0.0
C000117,3.0,1239.43,31.0,413.1433333333334,2.6666666666666665,0.0,0.0,0.0,0.49077398481560075,0.5092260151843994,0.0
C000118,1.0,483.2,512.0,483.2,4.0,0.0,0.0,0.0,0.0,1.0,0.0
C000119,8.0,3319.05,7.0,414.88125,2.875,0.125,0.625,0.33977192268872114,0.0,0.32932013678612854,0.3309079405251502
C000120,6.0,1002.7900000000001,40.0,167.1316666666667,4.333333333333333,0.16666666666666666,0.0,0.23562261290998113,0.24424854655511122,0.3707755362538518,0.14935330428105587
C000121,1.0,306.27,75.0,306.27,2.0,0.0,0.0,0.0,1.0,0.0,0.0
C000122,9.0,4732.9,131.0,525.8777777777777,2.888888888888889,0.0,1.0,0.37983477360603446,0.038325339643770204,0.3990724502947453,0.18276743645545016
C000123,7.0,3024.92,12.0,432.13142857142856,3.2857142857142856,0.0,0.8571428571428571,0.3093734710339447,0.17367732039194425,0.20707655078481413,0.30987265778929685
C000124,10.0,3171.2,12.0,317.12,4.0,0.0,0.1,0.2607877144298688,0.16622098890010092,0.2824072906155399,0.2905840060544904
C000125,3.0,1116.87,81.0,372.28999999999996,2.3333333333333335,0.0,0.6666666666666666,1.0,0.0,0.0,0.0
C000126,6.0,4458.87,65.0,743.145,3.5,0.5,1.0,0.6692502809007663,0.044495578476161,0.0,0.28625414062307264
C000127,7.0,1636.66,9.0,233.80857142857144,4.857142857142857,0.0,0.0,0.0,0.34806862757078444,0.6519313724292156,0.0
C000128,6.0,993.41,180.0,165.56833333333333,3.5,0.0,0.0,0.2218721373853696,0.6244450931639505,0.0,0.15368276945067996
C000129,6.0,1278.0,67.0,213.0,3.5,0.0,1.0,0.7857198748043819,0.21428012519561818,0.0,0.0
C000130,7.0,4789.21,158.0,684.1728571428572,3.7142857142857144,0.0,0.8571428571428571,0.8058865658428007,0.15302732600992647,0.041086108147272725,0.0
C000131,5.0,1099.1100000000001,275.0,219.82200000000003,2.8,0.2,0.8,0.0,0.31394491907088456,0.24850105994850374,0.4375540209806115
C000132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000133,2.0,748.0799999999999,56.0,374.03999999999996,3.5,0.0,0.0,0.7306036787509358,0.2693963212490643,0.0,0.0
C000134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000135,4.0,1416.79,19.0,354.1975,3.5,0.0,1.0,0.5871018287819648,0.0,0.0,0.4128981712180351
C000136,1.0,194.69,450.0,194.69,4.0,0.0,0.0,0.0,1.0,0.0,0.0
C000137,8.0,3740.54,75.0,467.5675,4.125,0.25,0.625,0.4571131440914948,0.14223080090040474,0.0,0.4006560550081005
C000138,1.0,50.0,423.0,50.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
C000139,4.0,1202.74,22.0,300.685,4.0,0.0,0.0,0.0,0.535610356352994,0.0,0.46438964364700597
C000140,4.0,2295.18,321.0,573.795,2.5,0.0,0.75,0.407854721634033,0.12313631174896959,0.0,0.4690089666169974
C000141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000142,3.0,1423.54,23.0,474.5133333333333,4.0,0.0,1.0,1.0,0.0,0.0,0.0
C000143,4.0,1323.92,32.0,330.98,3.25,0.0,0.25,0.22171279231373495,0.18213336153241885,0.5961538461538461,0.0
C000144,3.0,355.18,94.0,118.39333333333333,3.0,0.0,0.0,0.4761247818007771,0.33512585168083786,0.18874936651838506,0.0
C000145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000146,3.0,428.15,89.0,142.71666666666667,4.333333333333333,0.0,0.0,0.3310755576316712,0.0,0.5437580287282495,0.12516641364007944
C000147,5.0,3317.67,19.0,663.534,2.8,0.4,0.6,0.23543028691822876,0.13313259004060077,0.0,0.6314371230411705
C000148,7.0,3427.1499999999996,40.0,489.5928571428571,3.0,0.0,1.0,0.524427002027924,0.35104678814758616,0.041007834498052315,0.08351837532643742
C000149,4.0,987.47,70.0,246.8675,3.0,0.0,1.0,0.26159782069328685,0.0,0.0,0.7384021793067131
C000150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000151,2.0,263.35,26.0,131.675,4.5,0.0,0.0,0.0,1.0,0.0,0.0
C000152,4.0,1734.08,127.0,433.52,3.0,0.25,0.5,0.8742503229378115,0.0,0.0,0.1257496770621886
C000153,1.0,367.72,123.0,367.72,4.0,0.0,0.0,0.0,0.0,0.0,1.0
C000154,9.0,3644.48,66.0,404.9422222222222,3.3333333333333335,0.0,0.8888888888888888,0.5563509746246379,0.2545246509790149,0.0,0.18912437439634738
C000155,3.0,1393.3,9.0,464.43333333333334,2.3333333333333335,0.0,0.6666666666666666,0.9606904471398837,0.0,0.0,0.039309552860116274
C000156,13.0,4852.94,26.0,373.3030769230769,3.5384615384615383,0.15384615384615385,0.6923076923076923,0.43875671242586967,0.11193833016686794,0.07293929040952495,0.3763656669977375
C000157,1.0,193.86,357.0,193.86,4.0,0.0,1.0,0.0,1.0,0.0,0.0
C000158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000159,12.0,4896.57,0.0,408.04749999999996,3.5833333333333335,0.08333333333333333,0.0,0.10288630612857573,0.12819381730476642,0.6221334526004938,0.1467864239661641
C000160,2.0,370.33,273.0,185.165,4.0,0.0,0.0,0.0,0.7285664137390976,0.2714335862609024,0.0
C000161,4.0,2300.1000000000004,14.0,575.0250000000001,3.0,0.0,0.75,0.20613016825355415,0.0,0.674114168949176,0.11975566279726968
C000162,6.0,2753.16,243.0,458.85999999999996,3.8333333333333335,0.0,0.6666666666666666,0.19437664356593878,0.6433189498612504,0.0,0.1623044065728109
C000163,7.0,3093.67,113.0,441.95285714285717,2.5714285714285716,0.14285714285714285,0.42857142857142855,0.22991786454275986,0.6305617599808642,0.13952037547637594,0.0
C000164,5.0,1702.56,227.0,340.512,2.4,0.0,0.8,0.5103197537825392,0.36247768066911007,0.0,0.12720256554835072
C000165,1.0,119.2,537.0,119.2,6.0,1.0,0.0,0.0,1.0,0.0,0.0
C000166,6.0,3021.27,155.0,503.545,3.8333333333333335,0.0,0.3333333333333333,0.3874761275887293,0.238323618875506,0.37420025353576475,0.0
C000167,4.0,1012.28,76.0,253.07,3.25,0.0,0.0,0.0,0.6240862212036196,0.3759137787963805,0.0
C000168,6.0,3548.3700000000003,68.0,591.3950000000001,4.0,0.3333333333333333,0.6666666666666666,0.1917274692323518,0.11565873908301558,0.6926137916846327,0.0
C000169,2.0,1607.45,155.0,803.725,2.5,0.0,1.0,0.9251609692369903,0.0,0.07483903076300973,0.0
C000170,8.0,3752.8,41.0,469.1,4.625,0.125,0.625,0.0,0.12327595395438072,0.5647356640375186,0.3119883820081006
C000171,1.0,196.46,172.0,196.46,5.0,0.0,0.0,0.0,1.0,0.0,0.0
C000172,4.0,654.35,105.0,163.5875,3.5,0.25,0.0,0.0,0.10900894016963399,0.4274012378696416,0.4635898219607244
C000173,7.0,2125.7200000000003,103.0,303.67428571428576,3.857142857142857,0.2857142857142857,0.0,0.13579869408953205,0.07194268294977703,0.7404926330843197,0.05176598987637131
C000174,7.0,3543.58,40.0,506.2257142857143,3.5714285714285716,0.14285714285714285,0.8571428571428571,0.644444319022006,0.07556482427375703,0.0,0.27999085670423696
C000175,7.0,1500.46,29.0,214.35142857142858,3.2857142857142856,0.14285714285714285,0.2857142857142857,0.0,0.47319488690135025,0.21346120523039602,0.3133439078682537
C000176,3.0,2120.5699999999997,269.0,706.8566666666666,3.0,0.0,1.0,0.428134888261175,0.0,0.0,0.5718651117388249
C000177,1.0,148.85,329.0,148.85,2.0,0.0,0.0,0.0,1.0,0.0,0.0
C000178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000179,5.0,1799.94,92.0,359.988,3.6,0.0,0.8,0.3711401491160816,0.11988732957765258,0.08512505972421303,0.4238474615820527
C000180,3.0,1467.52,207.0,489.17333333333335,3.6666666666666665,0.0,0.3333333333333333,0.0,0.0,1.0,0.0
C000181,4.0,979.8199999999999,303.0,244.95499999999998,3.0,0.25,1.0,0.0,0.11875650629707497,0.587883488804066,0.293360004898859
C000182,8.0,2617.26,41.0,327.1575,3.25,0.375,0.625,0.07985832511863551,0.6848765502854129,0.0,0.23526512459595147
C000183,3.0,695.37,21.0,231.79,3.6666666666666665,0.0,0.0,0.0,0.13571192314882724,0.0,0.8642880768511727
C000184,9.0,2888.56,137.0,320.9511111111111,5.111111111111111,0.0,0.2222222222222222,0.3579326723350043,0.1569744093943003,0.3696409283518432,0.11545198991885232
C000185,6.0,1846.2,54.0,307.7,3.6666666666666665,0.0,1.0,0.2617592893510996,0.088923193586827,0.0,0.6493175170620735
C000186,11.0,4568.38,22.0,415.30727272727273,3.090909090909091,0.18181818181818182,0.2727272727272727,0.6639574641338944,0.07496092706823866,0.11810094606840939,0.14298066272945775
C000187,8.0,7136.780000000001,54.0,892.0975000000001,3.25,0.0,1.0,0.6300712646319488,0.0,0.052267268992458774,0.31766146637559234
C000188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000189,5.0,1940.1200000000001,98.0,388.024,3.4,0.0,1.0,0.40645423994392094,0.0,0.5200399975259261,0.07350576253015277
C000190,4.0,989.97,1.0,247.4925,3.25,0.25,0.0,0.12138751679343818,0.0,0.0,0.8786124832065618
C000191,2.0,279.93,4.0,139.965,4.0,0.0,0.5,0.5217733004679741,0.0,0.0,0.47822669953202585
C000192,1.0,1740.14,193.0,1740.14,2.0,0.0,1.0,0.0,0.0,0.0,1.0
C000193,3.0,1762.25,158.0,587.4166666666666,3.0,0.0,0.3333333333333333,0.9649709178606894,0.03502908213931054,0.0,0.0
C000194,4.0,866.18,123.0,216.545,3.5,0.5,1.0,0.5573321942321458,0.0,0.0,0.44266780576785425
C000195,4.0,2182.18,197.0,545.545,3.25,0.0,0.25,0.0,0.38000073321174244,0.0725925450696093,0.5474067217186483
C000196,3.0,1211.97,67.0,403.99,3.6666666666666665,0.3333333333333333,0.6666666666666666,0.6919890756371857,0.0,0.30801092436281424,0.0
C000197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000198,6.0,1850.54,101.0,308.42333333333335,3.0,0.0,0.8333333333333334,0.28115577074799786,0.15218260615820248,0.1889124255622683,0.3777491975315313
C000199,12.0,4868.7699999999995,24.0,405.7308333333333,3.9166666666666665,0.08333333333333333,0.5,0.5084569614091444,0.14523791429868324,0.19333425074505473,0.15297087354711766
C000200,3.0,306.41999999999996,15.0,102.13999999999999,3.6666666666666665,0.3333333333333333,0.0,0.17919848573852884,0.8208015142614713,0.0,0.0
C000201,2.0,432.02,119.0,216.01,4.5,0.0,0.5,0.0,1.0,0.0,0.0
C000202,4.0,669.88,45.0,167.47,4.5,0.0,0.0,0.185122708544814,0.20527557174419298,0.534961485639219,0.07464023407177404
C000203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000204,4.0,402.23,194.0,100.5575,3.5,0.0,0.25,0.41046167615543344,0.31188623424408923,0.2776520896004773,0.0
C000205,10.0,3935.17,10.0,393.517,3.9,0.2,1.0,0.4230897267462396,0.14536347857907028,0.19294719160798643,0.2385996030667036
C000206,3.0,650.6800000000001,85.0,216.89333333333335,4.666666666666667,0.3333333333333333,1.0,0.6198899612712854,0.38011003872871457,0.0,0.0
C000207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C000208,5.0,2158.84,14.0,431.76800000000003,3.4,0.0,0.8,0.3330770228456022,0.6669229771543976,0.0,0.0
C000209,10.0,3677.58,39.0,367.758,3.7,0.2,1.0,0.34616786038644975,0.11821904622061247,0.300602570168426,0.23501052322451177
C000210,1.0,112.22,239.0,112.22,2.0,1.0,1.0,0.0,1.0,0.0,0.0
C000211,3.0,633.71,36.0,211.23666666666668,4.666666666666667,0.0,0.3333333333333333,0.13684492906850135,0.6708746903157595,0.19228038061573904,0.0
C000212,7.0,2065.58,178.0,295.0828571428571,3.857142857142857,0.0,0.0,0.2340069133124837,0.1934565594167256,0.3207622072250893,0.25177432004570144
C000213,7.0,1720.49,21.0,245.78428571428572,4.571428571428571,0.0,0.7142857142857143,0.19041087132154214,0.3165493551255747,0.22772000999715195,0.2653197635557312
